source_run,game_id,model,max_private_risk,persona_condition,prompt_version,protocol_signature,run_phase,run_status,rep,randomization_block_id,manifest_counts_verified,n_rounds,canonical_risk_treatment,canonical_minimum_horizon,stop_forced,canonical_mechanism,parse_failures,any_parse_failure,parse_clean,included_in_behavioral_estimands,behavioral_exclusion_reason
D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline,ai-race-risk-0.1__google-gemini-3-flash-preview__rep-000,google-gemini-3-flash-preview,0.1,none,ai-race-fairgame-v3,9198edae6f6b2b51c8b23f4263bf82bc8d92f01028170e56a1a889dda60d081a,confirmatory,completed,0,D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline::google-gemini-3-flash-preview::rep0,True,5.0,True,True,False,True,0,False,True,True,included
D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline,ai-race-risk-0.1__google-gemini-3-flash-preview__rep-001,google-gemini-3-flash-preview,0.1,none,ai-race-fairgame-v3,9198edae6f6b2b51c8b23f4263bf82bc8d92f01028170e56a1a889dda60d081a,confirmatory,completed,1,D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline::google-gemini-3-flash-preview::rep1,True,7.0,True,True,False,True,0,False,True,True,included
D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline,ai-race-risk-0.1__google-gemini-3-flash-preview__rep-002,google-gemini-3-flash-preview,0.1,none,ai-race-fairgame-v3,9198edae6f6b2b51c8b23f4263bf82bc8d92f01028170e56a1a889dda60d081a,confirmatory,completed,2,D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline::google-gemini-3-flash-preview::rep2,True,9.0,True,True,False,True,0,False,True,True,included
D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline,ai-race-risk-0.1__google-gemini-3-flash-preview__rep-003,google-gemini-3-flash-preview,0.1,none,ai-race-fairgame-v3,9198edae6f6b2b51c8b23f4263bf82bc8d92f01028170e56a1a889dda60d081a,confirmatory,completed,3,D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline::google-gemini-3-flash-preview::rep3,True,11.0,True,True,False,True,0,False,True,True,included
D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline,ai-race-risk-0.1__google-gemini-3-flash-preview__rep-004,google-gemini-3-flash-preview,0.1,none,ai-race-fairgame-v3,9198edae6f6b2b51c8b23f4263bf82bc8d92f01028170e56a1a889dda60d081a,confirmatory,completed,4,D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline::google-gemini-3-flash-preview::rep4,True,5.0,True,True,False,True,0,False,True,True,included
D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline,ai-race-risk-0.1__google-gemini-3-flash-preview__rep-005,google-gemini-3-flash-preview,0.1,none,ai-race-fairgame-v3,9198edae6f6b2b51c8b23f4263bf82bc8d92f01028170e56a1a889dda60d081a,confirmatory,completed,5,D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline::google-gemini-3-flash-preview::rep5,True,10.0,True,True,False,True,0,False,True,True,included
D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline,ai-race-risk-0.1__google-gemini-3-flash-preview__rep-006,google-gemini-3-flash-preview,0.1,none,ai-race-fairgame-v3,9198edae6f6b2b51c8b23f4263bf82bc8d92f01028170e56a1a889dda60d081a,confirmatory,completed,6,D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline::google-gemini-3-flash-preview::rep6,True,9.0,True,True,False,True,0,False,True,True,included
D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline,ai-race-risk-0.1__google-gemini-3-flash-preview__rep-007,google-gemini-3-flash-preview,0.1,none,ai-race-fairgame-v3,9198edae6f6b2b51c8b23f4263bf82bc8d92f01028170e56a1a889dda60d081a,confirmatory,completed,7,D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline::google-gemini-3-flash-preview::rep7,True,16.0,True,True,False,True,0,False,True,True,included
D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline,ai-race-risk-0.1__google-gemini-3-flash-preview__rep-008,google-gemini-3-flash-preview,0.1,none,ai-race-fairgame-v3,9198edae6f6b2b51c8b23f4263bf82bc8d92f01028170e56a1a889dda60d081a,confirmatory,completed,8,D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline::google-gemini-3-flash-preview::rep8,True,8.0,True,True,False,True,0,False,True,True,included
D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline,ai-race-risk-0.1__google-gemini-3-flash-preview__rep-009,google-gemini-3-flash-preview,0.1,none,ai-race-fairgame-v3,9198edae6f6b2b51c8b23f4263bf82bc8d92f01028170e56a1a889dda60d081a,confirmatory,completed,9,D:/PhD_LetGoo/PhD_Farming/active/AI_Race_Experiment/results/kaggle-benchmarks/frontier_full_20260908/baseline_v3/gemini-3-flash/ai-race-baseline/3/gemini-3-flash-preview/1395291/results/ai_race_baseline::google-gemini-3-flash-preview::rep9,True,13.0,True,True,False,True,0,False,True,True,included
